frame,time,act,segment,kind,expected,A_zxing,A_opencv,A_zbar,A_pass,B_down540_zxing,B_jpeg40_zxing,B_blur1.5_zxing,B_rot4_zxing,B_persp_zxing,B_gamma0.8_zxing,B_gamma1.25_zxing,B_pass,C_main_zxing,C_main_opencv,C_main_pass,C_xtest_zxing,C_xtest_opencv,C_xtest_pass,C_pass,pred_opencv_block_errors,pred_zxing_block_errors,safety_lifted,safety_grown
773,25.767,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,0,0,0,0
774,25.8,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,0,0
775,25.833,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,0,0
776,25.867,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,0,0
777,25.9,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,0,0
778,25.933,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,0,0
779,25.967,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,0,0
780,26.0,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,0,0
781,26.033,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,0,0
782,26.067,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,0,0
783,26.1,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,0,0
784,26.133,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,0,0
785,26.167,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,0,0
786,26.2,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,0,0
787,26.233,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,0,0
788,26.267,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,4,0
789,26.3,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,4,0
790,26.333,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,4,0
791,26.367,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,4,0
792,26.4,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,4,0
793,26.433,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,4,0
794,26.467,sea,15,word,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,5/8 - HIDDEN,5/8 - HIDDEN,True,True,1,0,4,0
795,26.5,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,2,1,3,0
796,26.533,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,2,1,5,0
797,26.567,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,2,1,5,0
798,26.6,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,2,1,5,0
799,26.633,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,2,1,5,0
800,26.667,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,2,1,5,0
801,26.7,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,2,1,6,0
802,26.733,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,2,1,6,0
803,26.767,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,2,1,6,0
804,26.8,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,2,1,6,0
805,26.833,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,2,1,8,0
806,26.867,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,2,1,8,0
807,26.9,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,1,8,0
808,26.933,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,1,8,0
809,26.967,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,1,7,0
810,27.0,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,1,10,0
811,27.033,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,1,13,0
812,27.067,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,1,15,0
813,27.1,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,1,15,0
814,27.133,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,18,0
815,27.167,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,18,0
816,27.2,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,18,0
817,27.233,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,0,0,18,0
818,27.267,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,0,0,19,0
819,27.3,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,0,0,19,0
820,27.333,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,0,0,22,0
821,27.367,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,22,0
822,27.4,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,21,0
823,27.433,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,19,0
824,27.467,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,19,0
825,27.5,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,21,0
826,27.533,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,22,0
827,27.567,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,24,0
828,27.6,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,25,0
829,27.633,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,1,25,0
830,27.667,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,26,0
831,27.7,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,27,0
832,27.733,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,27,0
833,27.767,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,29,0
834,27.8,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,29,0
835,27.833,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,29,0
836,27.867,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,0,28,0
837,27.9,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,1,27,0
838,27.933,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,1,27,0
839,27.967,sea,16,word,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,6/8 - INSIDE,6/8 - INSIDE,True,True,1,1,27,0
840,28.0,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,0,2,10,0
841,28.033,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,0,2,10,0
842,28.067,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,0,2,10,0
